Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AO-A0JL-10A-01D-A060-02	10	52548527	62769509	NA	-0.205367947357902
TCGA-AO-A0JL-10A-01D-A060-02	10	62769510	64111093	NA	0.214613101029259
TCGA-AO-A0JL-10A-01D-A060-02	10	64111129	68160532	NA	0.394920493686247
TCGA-AO-A0JL-10A-01D-A060-02	10	68160533	88806800	NA	0.214431759576075
TCGA-AO-A0JL-10A-01D-A060-02	10	88806801	135524732	NA	-0.46813729810777
TCGA-AO-A0JL-10A-01D-A060-02	11	195901	84532495	NA	-0.453034089175523
TCGA-AO-A0JL-10A-01D-A060-02	11	84532496	84825728	NA	-1.22076836648764
TCGA-AO-A0JL-10A-01D-A060-02	11	84825729	134946455	NA	-0.464465722496614
TCGA-AO-A0JL-10A-01D-A060-02	12	188219	6355943	NA	0.280944990160522
TCGA-AO-A0JL-10A-01D-A060-02	12	6355944	8880408	NA	-0.0876366980150742
TCGA-AO-A0JL-10A-01D-A060-02	12	8880409	24896887	NA	-0.462318842022807
TCGA-AO-A0JL-10A-01D-A060-02	12	24896888	25071080	NA	0.915386549594849
TCGA-AO-A0JL-10A-01D-A060-02	12	25071081	30250586	NA	0.375375133408931
TCGA-AO-A0JL-10A-01D-A060-02	12	30250587	31546087	NA	0.662696576405741
TCGA-AO-A0JL-10A-01D-A060-02	12	31546088	32871961	NA	0.535370598363617
TCGA-AO-A0JL-10A-01D-A060-02	12	32871962	34013103	NA	0.679054573932983
TCGA-AO-A0JL-10A-01D-A060-02	12	34013104	34856330	NA	0.352816008468303
TCGA-AO-A0JL-10A-01D-A060-02	12	34856331	42102556	NA	-0.215344691203312
TCGA-AO-A0JL-10A-01D-A060-02	12	42102557	54963278	NA	-0.787665530348542
TCGA-AO-A0JL-10A-01D-A060-02	12	54963279	133841505	NA	-0.469460548734192
TCGA-AO-A0JL-10A-01D-A060-02	13	19020028	57753258	NA	-0.782600580440642
TCGA-AO-A0JL-10A-01D-A060-02	13	57753259	57788561	NA	-2.46914569027567
TCGA-AO-A0JL-10A-01D-A060-02	13	57788562	69245223	NA	-0.776186661660041
TCGA-AO-A0JL-10A-01D-A060-02	13	69245224	69268817	NA	-2.49834509515124
TCGA-AO-A0JL-10A-01D-A060-02	13	69268818	115109864	NA	-0.786124022492416
TCGA-AO-A0JL-10A-01D-A060-02	14	19450624	21134582	NA	1.10422133669019
TCGA-AO-A0JL-10A-01D-A060-02	14	21134583	21954863	NA	0.79128134182042
TCGA-AO-A0JL-10A-01D-A060-02	14	21954864	22368116	NA	0.963133236895649
TCGA-AO-A0JL-10A-01D-A060-02	14	22368117	90831374	NA	-0.484056678002412
TCGA-AO-A0JL-10A-01D-A060-02	14	90831375	91078560	NA	0.34536377078331
TCGA-AO-A0JL-10A-01D-A060-02	14	91078561	106886756	NA	-0.486324700747747
TCGA-AO-A0JL-10A-01D-A060-02	14	106886757	106918632	NA	-2.67914075016467
TCGA-AO-A0JL-10A-01D-A060-02	14	106918633	107289526	NA	-0.522694920944443
TCGA-AO-A0JL-10A-01D-A060-02	15	20000001	41047718	NA	-0.457387574209153
TCGA-AO-A0JL-10A-01D-A060-02	15	41047719	41268608	NA	0.0198542744884908
TCGA-AO-A0JL-10A-01D-A060-02	15	41268609	102521366	NA	-0.464160172048011
TCGA-AO-A0JL-10A-01D-A060-02	16	60001	6674052	NA	0.147560925075074
TCGA-AO-A0JL-10A-01D-A060-02	16	6674053	6851441	NA	0.764137049624005
TCGA-AO-A0JL-10A-01D-A060-02	16	6851442	7163779	NA	0.472056986659753
TCGA-AO-A0JL-10A-01D-A060-02	16	7163780	7705220	NA	0.177592639638506
TCGA-AO-A0JL-10A-01D-A060-02	16	7705221	10397229	NA	0.762637177969733
TCGA-AO-A0JL-10A-01D-A060-02	16	10397230	10451862	NA	3.64418037111161
TCGA-AO-A0JL-10A-01D-A060-02	16	10451863	10521829	NA	2.57953804515191
TCGA-AO-A0JL-10A-01D-A060-02	16	10521830	10648855	NA	1.22869662639503
TCGA-AO-A0JL-10A-01D-A060-02	16	10648856	10775005	NA	2.00586447277292
TCGA-AO-A0JL-10A-01D-A060-02	16	10775006	10801817	NA	2.96964112054357
TCGA-AO-A0JL-10A-01D-A060-02	16	10801818	10911652	NA	3.52600791392585
TCGA-AO-A0JL-10A-01D-A060-02	16	10911653	11088702	NA	3.17586926068109
TCGA-AO-A0JL-10A-01D-A060-02	16	11088703	11258083	NA	3.51619450844728
TCGA-AO-A0JL-10A-01D-A060-02	16	11258084	11309770	NA	2.88746190121541
TCGA-AO-A0JL-10A-01D-A060-02	16	11309771	11732655	NA	3.6062268975181
TCGA-AO-A0JL-10A-01D-A060-02	16	11732656	11918787	NA	3.11740817238169
TCGA-AO-A0JL-10A-01D-A060-02	16	11918788	12923661	NA	1.07484627782172
TCGA-AO-A0JL-10A-01D-A060-02	16	12923662	13916344	NA	0.900607746715128
TCGA-AO-A0JL-10A-01D-A060-02	16	13916345	14042175	NA	3.70870970306437
TCGA-AO-A0JL-10A-01D-A060-02	16	14042176	14218659	NA	3.30802269933324
TCGA-AO-A0JL-10A-01D-A060-02	16	14218660	15894328	NA	0.956731345129946
TCGA-AO-A0JL-10A-01D-A060-02	16	15894329	25956854	NA	0.497879653812765
TCGA-AO-A0JL-10A-01D-A060-02	16	25956855	26841786	NA	0.16175674008177
TCGA-AO-A0JL-10A-01D-A060-02	16	26841787	33966333	NA	0.542670303845357
TCGA-AO-A0JL-10A-01D-A060-02	16	34196882	35285758	NA	-0.0978854240407068
TCGA-AO-A0JL-10A-01D-A060-02	16	46501076	90294729	NA	0.0316459216651592
TCGA-AO-A0JL-10A-01D-A060-02	17	1	1891988	NA	-0.283264174312743
TCGA-AO-A0JL-10A-01D-A060-02	17	1891989	2063357	NA	0.272271842354367
TCGA-AO-A0JL-10A-01D-A060-02	17	2063358	2373721	NA	-0.288047212819342
TCGA-AO-A0JL-10A-01D-A060-02	17	2373722	9836573	NA	-0.043336573544899
TCGA-AO-A0JL-10A-01D-A060-02	17	9836574	11964726	NA	0.146372183388367
TCGA-AO-A0JL-10A-01D-A060-02	17	11964727	16708738	NA	-0.0629385413425112
TCGA-AO-A0JL-10A-01D-A060-02	17	16708739	16742937	NA	-2.50423771864267
TCGA-AO-A0JL-10A-01D-A060-02	17	16742938	20254200	NA	0.243311980677196
TCGA-AO-A0JL-10A-01D-A060-02	17	20254201	22262987	NA	-0.0451048823575757
TCGA-AO-A0JL-10A-01D-A060-02	17	25335813	27295312	NA	0.133535070293622
TCGA-AO-A0JL-10A-01D-A060-02	17	27295313	32302353	NA	0.406406265511774
TCGA-AO-A0JL-10A-01D-A060-02	17	32302354	35210218	NA	0.704112746227665
TCGA-AO-A0JL-10A-01D-A060-02	17	35210219	36852217	NA	0.551163611566026
TCGA-AO-A0JL-10A-01D-A060-02	17	36852218	37740805	NA	1.41103885249959
TCGA-AO-A0JL-10A-01D-A060-02	17	37740806	37950994	NA	2.20174054330116
TCGA-AO-A0JL-10A-01D-A060-02	17	37950995	39895636	NA	1.31730638382696
TCGA-AO-A0JL-10A-01D-A060-02	17	39895637	42349632	NA	-1.16840266661292
TCGA-AO-A0JL-10A-01D-A060-02	17	42349633	78688519	NA	-0.449095626028906
TCGA-AO-A0JL-10A-01D-A060-02	17	78688520	78848431	NA	-1.2001384218004
TCGA-AO-A0JL-10A-01D-A060-02	17	78848432	81195162	NA	-0.434562099532702
TCGA-AO-A0JL-10A-01D-A060-02	18	10064	14300749	NA	0.792802947273078
TCGA-AO-A0JL-10A-01D-A060-02	18	14300750	23320697	NA	0.686119151316173
TCGA-AO-A0JL-10A-01D-A060-02	18	23320698	25676972	NA	0.540955032037178
TCGA-AO-A0JL-10A-01D-A060-02	18	25676973	25773424	NA	0.799437880105287
TCGA-AO-A0JL-10A-01D-A060-02	18	25773425	26333023	NA	1.16239698449252
TCGA-AO-A0JL-10A-01D-A060-02	18	26333024	26478786	NA	0.730722835832848
TCGA-AO-A0JL-10A-01D-A060-02	18	26478787	27113915	NA	1.03107703568331
TCGA-AO-A0JL-10A-01D-A060-02	18	27113916	27481543	NA	0.811328005061833
TCGA-AO-A0JL-10A-01D-A060-02	18	27481544	28317178	NA	0.997456946482161
TCGA-AO-A0JL-10A-01D-A060-02	18	28317179	28592924	NA	1.2110658762133
TCGA-AO-A0JL-10A-01D-A060-02	18	28592925	28845644	NA	0.785977946987435
TCGA-AO-A0JL-10A-01D-A060-02	18	28845645	30823156	NA	1.03266420339366
TCGA-AO-A0JL-10A-01D-A060-02	18	30823157	34265131	NA	0.529211882616237
TCGA-AO-A0JL-10A-01D-A060-02	18	34265132	36549132	NA	0.22924718699432
TCGA-AO-A0JL-10A-01D-A060-02	18	36549133	37263710	NA	0.554942109528676
TCGA-AO-A0JL-10A-01D-A060-02	18	37263711	38260292	NA	0.236496644963545
TCGA-AO-A0JL-10A-01D-A060-02	18	38260293	39065733	NA	-0.195348242498098
TCGA-AO-A0JL-10A-01D-A060-02	18	39065734	58110827	NA	0.0183487613442517
TCGA-AO-A0JL-10A-01D-A060-02	18	58110828	59771754	NA	0.652006546378326
TCGA-AO-A0JL-10A-01D-A060-02	18	59771755	61629391	NA	0.379656153408981
TCGA-AO-A0JL-10A-01D-A060-02	18	61629392	62409452	NA	0.0280040749361309
TCGA-AO-A0JL-10A-01D-A060-02	18	62409453	62665108	NA	0.402519214810758
TCGA-AO-A0JL-10A-01D-A060-02	18	62665109	63485112	NA	0.682648900236106
TCGA-AO-A0JL-10A-01D-A060-02	18	63485113	63894022	NA	0.398877790360392
TCGA-AO-A0JL-10A-01D-A060-02	18	63894023	78017233	NA	0.0187009022861995
TCGA-AO-A0JL-10A-01D-A060-02	19	70880	24513884	NA	0.164601762825495
TCGA-AO-A0JL-10A-01D-A060-02	19	27739961	29147779	NA	-0.208155602311216
TCGA-AO-A0JL-10A-01D-A060-02	19	29147780	29353745	NA	1.96397337264302
TCGA-AO-A0JL-10A-01D-A060-02	19	29353746	29506185	NA	2.20736952618999
TCGA-AO-A0JL-10A-01D-A060-02	19	29506186	30858594	NA	1.82658916798449
TCGA-AO-A0JL-10A-01D-A060-02	19	30858595	30995220	NA	0.473762268112205
TCGA-AO-A0JL-10A-01D-A060-02	19	30995221	32811147	NA	0.0231831648142196
TCGA-AO-A0JL-10A-01D-A060-02	19	32811148	58885597	NA	-0.433237324584501
TCGA-AO-A0JL-10A-01D-A060-02	19	58885598	59118869	NA	-1.1980371626189
TCGA-AO-A0JL-10A-01D-A060-02	20	60001	14894369	NA	0.0263731491940572
TCGA-AO-A0JL-10A-01D-A060-02	20	14894370	48816688	NA	0.274962896467377
TCGA-AO-A0JL-10A-01D-A060-02	20	48816689	49015019	NA	0.557699332599209
TCGA-AO-A0JL-10A-01D-A060-02	20	49015020	62965506	NA	0.245007984888976
TCGA-AO-A0JL-10A-01D-A060-02	21	9422166	48119869	NA	-0.225158574714719
TCGA-AO-A0JL-10A-01D-A060-02	22	16051206	47154099	NA	-0.178360513114665
TCGA-AO-A0JL-10A-01D-A060-02	22	47154100	51061870	NA	0.237734279468154
TCGA-AO-A0JL-10A-01D-A060-02	22	51061871	51244552	NA	-0.228920384384208
TCGA-AO-A0JL-10A-01D-A060-02	23	2699503	30938119	NA	-0.430218602922822
TCGA-AO-A0JL-10A-01D-A060-02	23	30938120	31584900	NA	-0.748559771005997
TCGA-AO-A0JL-10A-01D-A060-02	23	31584901	71333082	NA	-0.41960887051147
TCGA-AO-A0JL-10A-01D-A060-02	23	71333083	72946708	NA	-0.179218915282398
TCGA-AO-A0JL-10A-01D-A060-02	23	72946709	99856374	NA	-0.436818980160563
TCGA-AO-A0JL-10A-01D-A060-02	23	99856375	101567124	NA	-0.739106879333537
TCGA-AO-A0JL-10A-01D-A060-02	23	101567125	116067549	NA	-0.437949516234054
TCGA-AO-A0JL-01A-11D-A060-02	1	10208	42625422	NA	-0.444476134818044
TCGA-AO-A0JL-01A-11D-A060-02	1	42625423	43244383	NA	0.0510785880693482
TCGA-AO-A0JL-01A-11D-A060-02	1	43244384	63105608	NA	-0.457892762762371
TCGA-AO-A0JL-01A-11D-A060-02	1	63105609	145096487	NA	-0.198253333335843
TCGA-AO-A0JL-01A-11D-A060-02	1	145367168	173656486	NA	0.981855153047983
TCGA-AO-A0JL-01A-11D-A060-02	1	173656487	175381260	NA	0.900003467227892
TCGA-AO-A0JL-01A-11D-A060-02	1	175381261	176813887	NA	1.0794686659776
TCGA-AO-A0JL-01A-11D-A060-02	1	176813888	179608097	NA	0.886994295251644
TCGA-AO-A0JL-01A-11D-A060-02	1	179608098	183447296	NA	0.996427581613392
TCGA-AO-A0JL-01A-11D-A060-02	1	183447297	189618839	NA	1.09699960634462
TCGA-AO-A0JL-01A-11D-A060-02	1	189618840	191382975	NA	0.909409924241944
TCGA-AO-A0JL-01A-11D-A060-02	1	191382976	195214760	NA	1.03962738010499
TCGA-AO-A0JL-01A-11D-A060-02	1	195214761	197289977	NA	0.885299007361978
TCGA-AO-A0JL-01A-11D-A060-02	1	197289978	199805263	NA	1.03330565864762
TCGA-AO-A0JL-01A-11D-A060-02	1	199805264	200676430	NA	0.911190810602551
TCGA-AO-A0JL-01A-11D-A060-02	1	200676431	206891800	NA	1.06027872394548
TCGA-AO-A0JL-01A-11D-A060-02	1	206891801	209384985	NA	0.667763048965889
TCGA-AO-A0JL-01A-11D-A060-02	1	209384986	212242596	NA	0.995962597642533
TCGA-AO-A0JL-01A-11D-A060-02	1	212242597	214845582	NA	0.654494589996771
TCGA-AO-A0JL-01A-11D-A060-02	1	214845583	217661064	NA	1.18729978927654
TCGA-AO-A0JL-01A-11D-A060-02	1	217661065	218238226	NA	1.01448246233665
TCGA-AO-A0JL-01A-11D-A060-02	1	218238227	220006659	NA	1.24130223112547
TCGA-AO-A0JL-01A-11D-A060-02	1	220006660	220141752	NA	0.969579544373713
TCGA-AO-A0JL-01A-11D-A060-02	1	220141753	225127738	NA	0.736987308197933
TCGA-AO-A0JL-01A-11D-A060-02	1	225127739	231868332	NA	0.953919250247768
TCGA-AO-A0JL-01A-11D-A060-02	1	231868333	234217946	NA	0.814900454061504
TCGA-AO-A0JL-01A-11D-A060-02	1	234217947	234532638	NA	1.12172279214143
TCGA-AO-A0JL-01A-11D-A060-02	1	234532639	240393202	NA	0.928574541387797
TCGA-AO-A0JL-01A-11D-A060-02	1	240393203	241858708	NA	0.821017241512296
TCGA-AO-A0JL-01A-11D-A060-02	1	241858709	243247649	NA	-0.215771860187743
TCGA-AO-A0JL-01A-11D-A060-02	1	243247650	243488511	NA	1.39181239261859
TCGA-AO-A0JL-01A-11D-A060-02	1	243488512	243679404	NA	0.818857364480415
TCGA-AO-A0JL-01A-11D-A060-02	1	243679405	243905616	NA	1.42369332889451
TCGA-AO-A0JL-01A-11D-A060-02	1	243905617	243954730	NA	-0.176046825101958
TCGA-AO-A0JL-01A-11D-A060-02	1	243954731	248153488	NA	1.41874433207305
TCGA-AO-A0JL-01A-11D-A060-02	1	248153489	249152064	NA	1.17666173913498
TCGA-AO-A0JL-01A-11D-A060-02	1	249152065	249240606	NA	-1.51101114034884
TCGA-AO-A0JL-01A-11D-A060-02	2	10001	52750368	NA	-0.129892650607261
TCGA-AO-A0JL-01A-11D-A060-02	2	52750369	52785350	NA	-1.8175753039735
TCGA-AO-A0JL-01A-11D-A060-02	2	52785351	68884458	NA	-0.132710017291395
TCGA-AO-A0JL-01A-11D-A060-02	2	68884459	91731068	NA	-0.338022568252445
TCGA-AO-A0JL-01A-11D-A060-02	2	91830884	165282508	NA	0.0190053325511116
TCGA-AO-A0JL-01A-11D-A060-02	2	165282509	176201733	NA	0.206578503966751
TCGA-AO-A0JL-01A-11D-A060-02	2	176201734	176838832	NA	-0.0126107597549225
TCGA-AO-A0JL-01A-11D-A060-02	2	176838833	236916651	NA	-0.193848325199206
TCGA-AO-A0JL-01A-11D-A060-02	2	236916652	238215642	NA	0.402593041090483
TCGA-AO-A0JL-01A-11D-A060-02	2	238215643	238434605	NA	0.142561325309832
TCGA-AO-A0JL-01A-11D-A060-02	2	238434606	239148926	NA	0.644733639033218
TCGA-AO-A0JL-01A-11D-A060-02	2	239148927	243189359	NA	-0.632631989245424
TCGA-AO-A0JL-01A-11D-A060-02	3	60174	3740622	NA	-0.222953111328456
TCGA-AO-A0JL-01A-11D-A060-02	3	3740623	4138100	NA	-0.803616501211357
TCGA-AO-A0JL-01A-11D-A060-02	3	4138101	10287120	NA	-0.215578987572689
TCGA-AO-A0JL-01A-11D-A060-02	3	10287121	13449870	NA	-0.806605162340554
TCGA-AO-A0JL-01A-11D-A060-02	3	13449871	13617194	NA	0.1750433330303
TCGA-AO-A0JL-01A-11D-A060-02	3	13617195	37549519	NA	-0.214150216050763
TCGA-AO-A0JL-01A-11D-A060-02	3	37549520	37978239	NA	-0.83489670291022
TCGA-AO-A0JL-01A-11D-A060-02	3	37978240	75424602	NA	-0.209976572379373
TCGA-AO-A0JL-01A-11D-A060-02	3	75424603	75616317	NA	-2.74409209863665
TCGA-AO-A0JL-01A-11D-A060-02	3	75616318	88519889	NA	-0.200077353370139
TCGA-AO-A0JL-01A-11D-A060-02	3	88519890	101037259	NA	0.209104774575292
TCGA-AO-A0JL-01A-11D-A060-02	3	101037260	197962416	NA	-0.209093961813145
TCGA-AO-A0JL-01A-11D-A060-02	4	68818	5641296	NA	-0.108516612203105
TCGA-AO-A0JL-01A-11D-A060-02	4	5641297	36075410	NA	-1.0831764485004
TCGA-AO-A0JL-01A-11D-A060-02	4	36075411	36692096	NA	-0.286702370583174
TCGA-AO-A0JL-01A-11D-A060-02	4	36692097	37199981	NA	0.225202080613026
TCGA-AO-A0JL-01A-11D-A060-02	4	37199982	40295817	NA	0.494126903484003
TCGA-AO-A0JL-01A-11D-A060-02	4	40295818	40453304	NA	0.764839398739349
TCGA-AO-A0JL-01A-11D-A060-02	4	40453305	40698159	NA	-0.178265862822485
TCGA-AO-A0JL-01A-11D-A060-02	4	40698160	40802974	NA	-0.911212384228682
TCGA-AO-A0JL-01A-11D-A060-02	4	40802975	41698894	NA	-0.298680394519753
TCGA-AO-A0JL-01A-11D-A060-02	4	41698895	43102635	NA	-1.09274416149818
TCGA-AO-A0JL-01A-11D-A060-02	4	43102636	43736997	NA	0.0770745602050144
TCGA-AO-A0JL-01A-11D-A060-02	4	43736998	43898891	NA	0.411125217380477
TCGA-AO-A0JL-01A-11D-A060-02	4	43898892	44251348	NA	0.963037919852316
TCGA-AO-A0JL-01A-11D-A060-02	4	44251349	44465514	NA	0.700637587200726
TCGA-AO-A0JL-01A-11D-A060-02	4	44465515	44650651	NA	0.265448600293406
TCGA-AO-A0JL-01A-11D-A060-02	4	44650652	49092594	NA	-0.0554675697837235
TCGA-AO-A0JL-01A-11D-A060-02	4	52681137	54419062	NA	0.187355702446491
TCGA-AO-A0JL-01A-11D-A060-02	4	54419063	56553185	NA	0.479606477671493
TCGA-AO-A0JL-01A-11D-A060-02	4	56553186	59057338	NA	0.703034834610518
TCGA-AO-A0JL-01A-11D-A060-02	4	59057339	59511541	NA	0.0615249660890858
TCGA-AO-A0JL-01A-11D-A060-02	4	59511542	61208741	NA	0.697822534974471
TCGA-AO-A0JL-01A-11D-A060-02	4	61208742	76738644	NA	0.0613155257136759
TCGA-AO-A0JL-01A-11D-A060-02	4	76738645	85189132	NA	-0.157501035290546
TCGA-AO-A0JL-01A-11D-A060-02	4	85189133	90831306	NA	0.0633040052497097
TCGA-AO-A0JL-01A-11D-A060-02	4	90831307	91196336	NA	0.418013723052081
TCGA-AO-A0JL-01A-11D-A060-02	4	91196337	91935507	NA	0.039837710724533
TCGA-AO-A0JL-01A-11D-A060-02	4	91935508	93567280	NA	0.243268077941112
TCGA-AO-A0JL-01A-11D-A060-02	4	93567281	95846748	NA	0.701709839139645
TCGA-AO-A0JL-01A-11D-A060-02	4	95846749	96743803	NA	0.541248837758997
TCGA-AO-A0JL-01A-11D-A060-02	4	96743804	97944672	NA	0.421894104196571
TCGA-AO-A0JL-01A-11D-A060-02	4	97944673	98359762	NA	0.0573666767859174
TCGA-AO-A0JL-01A-11D-A060-02	4	98359763	98920909	NA	0.274653940504654
TCGA-AO-A0JL-01A-11D-A060-02	4	98920910	100749872	NA	0.485570591204631
TCGA-AO-A0JL-01A-11D-A060-02	4	100749873	101091430	NA	0.931353187705388
TCGA-AO-A0JL-01A-11D-A060-02	4	101091431	101661970	NA	0.523680484665545
TCGA-AO-A0JL-01A-11D-A060-02	4	101661971	101670631	NA	3.82790441644727
TCGA-AO-A0JL-01A-11D-A060-02	4	101670632	191014415	NA	-0.152591695949609
TCGA-AO-A0JL-01A-11D-A060-02	5	11769	4189879	NA	0.245801527820453
TCGA-AO-A0JL-01A-11D-A060-02	5	4189880	4447751	NA	0.664747775035117
TCGA-AO-A0JL-01A-11D-A060-02	5	4447752	49451439	NA	0.228434843969959
TCGA-AO-A0JL-01A-11D-A060-02	5	49451440	106815403	NA	-0.798529193921751
TCGA-AO-A0JL-01A-11D-A060-02	5	106815404	106946737	NA	-1.77275842136716
TCGA-AO-A0JL-01A-11D-A060-02	5	106946738	130717372	NA	-0.800680802872985
TCGA-AO-A0JL-01A-11D-A060-02	5	130717373	131580399	NA	-0.279245645840752
TCGA-AO-A0JL-01A-11D-A060-02	5	131580400	133217208	NA	-0.552794416473915
TCGA-AO-A0JL-01A-11D-A060-02	5	133217209	134565786	NA	-0.293943467161846
TCGA-AO-A0JL-01A-11D-A060-02	5	134565787	135603392	NA	0.0850558921802352
TCGA-AO-A0JL-01A-11D-A060-02	5	135603393	148054738	NA	-0.305799208061964
TCGA-AO-A0JL-01A-11D-A060-02	5	148054739	148196715	NA	0.043785468926588
TCGA-AO-A0JL-01A-11D-A060-02	5	148196716	150066147	NA	-0.318523084971797
TCGA-AO-A0JL-01A-11D-A060-02	5	150066148	157596254	NA	0.0554994127445102
TCGA-AO-A0JL-01A-11D-A060-02	5	157596255	158030044	NA	1.49871269887917
TCGA-AO-A0JL-01A-11D-A060-02	5	158030045	158253759	NA	0.0310592290627355
TCGA-AO-A0JL-01A-11D-A060-02	5	158253760	162809848	NA	-0.304264242128676
TCGA-AO-A0JL-01A-11D-A060-02	5	162809849	163474287	NA	-0.821179181645588
TCGA-AO-A0JL-01A-11D-A060-02	5	163474288	163743231	NA	-0.310662315229838
TCGA-AO-A0JL-01A-11D-A060-02	5	163743232	164284037	NA	-0.775579845709385
TCGA-AO-A0JL-01A-11D-A060-02	5	164284038	164474659	NA	-0.279246820011891
TCGA-AO-A0JL-01A-11D-A060-02	5	164474660	168911436	NA	-0.792748982635595
TCGA-AO-A0JL-01A-11D-A060-02	5	168911437	169002404	NA	1.19938002459266
TCGA-AO-A0JL-01A-11D-A060-02	5	169002405	169904274	NA	0.5447113172736
TCGA-AO-A0JL-01A-11D-A060-02	5	169904275	171765840	NA	0.823383615181849
TCGA-AO-A0JL-01A-11D-A060-02	5	171765841	173383020	NA	0.960051528504801
TCGA-AO-A0JL-01A-11D-A060-02	5	173383021	178620483	NA	-0.293791655502007
TCGA-AO-A0JL-01A-11D-A060-02	5	178620484	179712460	NA	0.0809846538715425
TCGA-AO-A0JL-01A-11D-A060-02	5	179712461	180905246	NA	-0.788765890098227
TCGA-AO-A0JL-01A-11D-A060-02	6	63814	43259511	NA	0.380274716039052
TCGA-AO-A0JL-01A-11D-A060-02	6	43259512	44166793	NA	0.0554779041633854
TCGA-AO-A0JL-01A-11D-A060-02	6	44166794	78967706	NA	-0.457318832535457
TCGA-AO-A0JL-01A-11D-A060-02	6	78967707	79036288	NA	-1.17467135376736
TCGA-AO-A0JL-01A-11D-A060-02	6	79036289	171050932	NA	-0.481747838766419
TCGA-AO-A0JL-01A-11D-A060-02	7	10127	1519415	NA	-0.161371491437387
TCGA-AO-A0JL-01A-11D-A060-02	7	1519416	4492359	NA	0.16252749693965
TCGA-AO-A0JL-01A-11D-A060-02	7	4492360	28455260	NA	-0.184810916259763
TCGA-AO-A0JL-01A-11D-A060-02	7	28455261	39211350	NA	0.538976264022517
TCGA-AO-A0JL-01A-11D-A060-02	7	39211351	48995422	NA	0.22030807880785
TCGA-AO-A0JL-01A-11D-A060-02	7	48995423	51324663	NA	0.504382557498515
TCGA-AO-A0JL-01A-11D-A060-02	7	51324664	56737812	NA	0.230925593409873
TCGA-AO-A0JL-01A-11D-A060-02	7	56737813	61525066	NA	0.674771338495751
TCGA-AO-A0JL-01A-11D-A060-02	7	61971304	69128587	NA	0.241708121720044
TCGA-AO-A0JL-01A-11D-A060-02	7	69128588	70426023	NA	0.0715498573870215
TCGA-AO-A0JL-01A-11D-A060-02	7	70426024	89931939	NA	0.223748601856578
TCGA-AO-A0JL-01A-11D-A060-02	7	89931940	90218858	NA	-0.199638905271822
TCGA-AO-A0JL-01A-11D-A060-02	7	90218859	159128640	NA	0.219572985452894
TCGA-AO-A0JL-01A-11D-A060-02	8	23379	3841088	NA	0.0163982440827964
TCGA-AO-A0JL-01A-11D-A060-02	8	3841089	4129745	NA	-1.21477812086106
TCGA-AO-A0JL-01A-11D-A060-02	8	4129746	7881448	NA	0.0154584382153775
TCGA-AO-A0JL-01A-11D-A060-02	8	7881449	9375089	NA	-0.489107819270657
TCGA-AO-A0JL-01A-11D-A060-02	8	9375090	11987184	NA	-0.00418513292610465
TCGA-AO-A0JL-01A-11D-A060-02	8	12448527	32504657	NA	-0.480078775409844
TCGA-AO-A0JL-01A-11D-A060-02	8	32504658	33922621	NA	0.00928933873867813
TCGA-AO-A0JL-01A-11D-A060-02	8	33922622	35135495	NA	1.07075585094129
TCGA-AO-A0JL-01A-11D-A060-02	8	35135496	39568013	NA	0.0154462500120384
TCGA-AO-A0JL-01A-11D-A060-02	8	39568014	40119956	NA	1.31106339317516
TCGA-AO-A0JL-01A-11D-A060-02	8	40119957	41153714	NA	0.996057220922552
TCGA-AO-A0JL-01A-11D-A060-02	8	41153715	43392431	NA	1.24301181559777
TCGA-AO-A0JL-01A-11D-A060-02	8	43392432	51753743	NA	1.4499897206725
TCGA-AO-A0JL-01A-11D-A060-02	8	51753744	56164739	NA	1.59495041420537
TCGA-AO-A0JL-01A-11D-A060-02	8	56164740	59913430	NA	1.82889228706627
TCGA-AO-A0JL-01A-11D-A060-02	8	59913431	72561817	NA	1.28738828239321
TCGA-AO-A0JL-01A-11D-A060-02	8	72561818	72566837	NA	-3.17838662436288
TCGA-AO-A0JL-01A-11D-A060-02	8	72566838	104448423	NA	1.29093828002192
TCGA-AO-A0JL-01A-11D-A060-02	8	104448424	104972949	NA	1.56598576416617
TCGA-AO-A0JL-01A-11D-A060-02	8	104972950	116472347	NA	1.28399250610912
TCGA-AO-A0JL-01A-11D-A060-02	8	116472348	116501482	NA	0.607687597467556
TCGA-AO-A0JL-01A-11D-A060-02	8	116501483	116558261	NA	-0.46862578529547
TCGA-AO-A0JL-01A-11D-A060-02	8	116558262	116628718	NA	0.411774013814809
TCGA-AO-A0JL-01A-11D-A060-02	8	116628719	141637214	NA	1.10711782253247
TCGA-AO-A0JL-01A-11D-A060-02	8	141637215	141931670	NA	0.786583197443754
TCGA-AO-A0JL-01A-11D-A060-02	8	141931671	146303846	NA	1.12737298910196
TCGA-AO-A0JL-01A-11D-A060-02	9	10001	2726591	NA	0.716342020175263
TCGA-AO-A0JL-01A-11D-A060-02	9	2726592	14124474	NA	0.282020417378148
TCGA-AO-A0JL-01A-11D-A060-02	9	14124475	17425737	NA	0.622775242545184
TCGA-AO-A0JL-01A-11D-A060-02	9	17425738	21536550	NA	0.473440197980546
TCGA-AO-A0JL-01A-11D-A060-02	9	21536551	27504917	NA	0.158150682971071
